word,doc
exsecrabilis,Lex Visigothorum.docx
exsecro,Lex Visigothorum.docx
exsecror,Lex Visigothorum.docx
exsecutio,Lex Visigothorum.docx
exsecutor,Lex Visigothorum.docx
exsequor,Lex Visigothorum.docx
exsisto,Lex Visigothorum.docx
exsolutio,Lex Visigothorum.docx
exsolvo,Lex Visigothorum.docx
exspecto,Lex Visigothorum.docx
exspoliatio,Lex Visigothorum.docx
exspolio,Lex Visigothorum.docx
exstirpo,Lex Visigothorum.docx
exsulto,Lex Visigothorum.docx
exsurgo,Lex Visigothorum.docx
extendo,Lex Visigothorum.docx
exter,Lex Visigothorum.docx
extermino,Lex Visigothorum.docx
externus,Lex Visigothorum.docx
extimatio,Lex Visigothorum.docx
extimo,Lex Visigothorum.docx
extinguo,Lex Visigothorum.docx
exto,Lex Visigothorum.docx
extorqueo,Lex Visigothorum.docx
extraneus,Lex Visigothorum.docx
extraordinarius,Lex Visigothorum.docx
extremitas,Lex Visigothorum.docx
extremum,Lex Visigothorum.docx
extremus,Lex Visigothorum.docx
extro,Lex Visigothorum.docx
exuo,Lex Visigothorum.docx
exuro,Lex Visigothorum.docx
faber,Lex Visigothorum.docx
facies,Lex Visigothorum.docx
facile,Lex Visigothorum.docx
facilitas,Lex Visigothorum.docx
facillimus,Lex Visigothorum.docx
facinus,Lex Visigothorum.docx
facio,Lex Visigothorum.docx
factio,Lex Visigothorum.docx
facto,Lex Visigothorum.docx
factor,Lex Visigothorum.docx
factum,Lex Visigothorum.docx
factus,Lex Visigothorum.docx
facultas,Lex Visigothorum.docx
fallacia,Lex Visigothorum.docx
fallacies,Lex Visigothorum.docx
fallax,Lex Visigothorum.docx
fallo,Lex Visigothorum.docx
falsarius,Lex Visigothorum.docx
falsitas,Lex Visigothorum.docx
falso,Lex Visigothorum.docx
falsus,Lex Visigothorum.docx
falx,Lex Visigothorum.docx
fames,Lex Visigothorum.docx
familia,Lex Visigothorum.docx
familiaris,Lex Visigothorum.docx
famulus,Lex Visigothorum.docx
fas,Lex Visigothorum.docx
fascis,Lex Visigothorum.docx
fastidio,Lex Visigothorum.docx
fastigium,Lex Visigothorum.docx
fatalis,Lex Visigothorum.docx
fatigatio,Lex Visigothorum.docx
fatigo,Lex Visigothorum.docx
faueo,Lex Visigothorum.docx
favor,Lex Visigothorum.docx
fedus,Lex Visigothorum.docx
feliciter,Lex Visigothorum.docx
felicito,Lex Visigothorum.docx
felix,Lex Visigothorum.docx
femen,Lex Visigothorum.docx
femina,Lex Visigothorum.docx
fenum,Lex Visigothorum.docx
fera,Lex Visigothorum.docx
feriae,Lex Visigothorum.docx
feriatus,Lex Visigothorum.docx
ferio,Lex Visigothorum.docx
fero,Lex Visigothorum.docx
ferrum,Lex Visigothorum.docx
festino,Lex Visigothorum.docx
festivitas,Lex Visigothorum.docx
festivus,Lex Visigothorum.docx
festum,Lex Visigothorum.docx
fetus,Lex Visigothorum.docx
fictus,Lex Visigothorum.docx
ficus,Lex Visigothorum.docx
fidejussor,Lex Visigothorum.docx
fidelis,Lex Visigothorum.docx
fidelitas,Lex Visigothorum.docx
fideliter,Lex Visigothorum.docx
fidenter,Lex Visigothorum.docx
fides,Lex Visigothorum.docx
fiducia,Lex Visigothorum.docx
fidus,Lex Visigothorum.docx
figo,Lex Visigothorum.docx
figura,Lex Visigothorum.docx
filia,Lex Visigothorum.docx
filius,Lex Visigothorum.docx
fingo,Lex Visigothorum.docx
finio,Lex Visigothorum.docx
finis,Lex Visigothorum.docx
fio,Lex Visigothorum.docx
firmitas,Lex Visigothorum.docx
firmo,Lex Visigothorum.docx
firmus,Lex Visigothorum.docx
fiscalia,Lex Visigothorum.docx
fiscalis,Lex Visigothorum.docx
fiscus,Lex Visigothorum.docx
flagello,Lex Visigothorum.docx
flagellum,Lex Visigothorum.docx
flagitium,Lex Visigothorum.docx
flebotomia,Lex Visigothorum.docx
flebotomo,Lex Visigothorum.docx
flebotomus,Lex Visigothorum.docx
fleo,Lex Visigothorum.docx
flumen,Lex Visigothorum.docx
fluuius,Lex Visigothorum.docx
fodio,Lex Visigothorum.docx
fons,Lex Visigothorum.docx
for,Lex Visigothorum.docx
foris,Lex Visigothorum.docx
forma,Lex Visigothorum.docx
formatio,Lex Visigothorum.docx
formido,Lex Visigothorum.docx
formidulosus,Lex Visigothorum.docx
formo,Lex Visigothorum.docx
formula,Lex Visigothorum.docx
formus,Lex Visigothorum.docx
fornicatio,Lex Visigothorum.docx
fornico,Lex Visigothorum.docx
fors,Lex Visigothorum.docx
forsan,Lex Visigothorum.docx
forsitan,Lex Visigothorum.docx
fortasse,Lex Visigothorum.docx
fortis,Lex Visigothorum.docx
fossatum,Lex Visigothorum.docx
fouea,Lex Visigothorum.docx
foueo,Lex Visigothorum.docx
fractus,Lex Visigothorum.docx
fragmentum,Lex Visigothorum.docx
frango,Lex Visigothorum.docx
frater,Lex Visigothorum.docx
fraternitas,Lex Visigothorum.docx
fraternus,Lex Visigothorum.docx
fraudator,Lex Visigothorum.docx
fraudo,Lex Visigothorum.docx
fraudulenter,Lex Visigothorum.docx
fraudulentia,Lex Visigothorum.docx
fraudulentus,Lex Visigothorum.docx
fraus,Lex Visigothorum.docx
freno,Lex Visigothorum.docx
frenum,Lex Visigothorum.docx
frequens,Lex Visigothorum.docx
frequenter,Lex Visigothorum.docx
frequento,Lex Visigothorum.docx
fretus,Lex Visigothorum.docx
frigor,Lex Visigothorum.docx
frons,Lex Visigothorum.docx
fructifer,Lex Visigothorum.docx
fructus,Lex Visigothorum.docx
fruges,Lex Visigothorum.docx
fruor,Lex Visigothorum.docx
frustro,Lex Visigothorum.docx
frutex,Lex Visigothorum.docx
frux,Lex Visigothorum.docx
fuga,Lex Visigothorum.docx
fugio,Lex Visigothorum.docx
fugitiuus,Lex Visigothorum.docx
fulcio,Lex Visigothorum.docx
fulgor,Lex Visigothorum.docx
fumigo,Lex Visigothorum.docx
functio,Lex Visigothorum.docx
funda,Lex Visigothorum.docx
fundator,Lex Visigothorum.docx
funditus,Lex Visigothorum.docx
fundo,Lex Visigothorum.docx
fundus,Lex Visigothorum.docx
funesto,Lex Visigothorum.docx
fungor,Lex Visigothorum.docx
fur,Lex Visigothorum.docx
furo,Lex Visigothorum.docx
furor,Lex Visigothorum.docx
furtim,Lex Visigothorum.docx
furtive,Lex Visigothorum.docx
furtivus,Lex Visigothorum.docx
furtum,Lex Visigothorum.docx
fustigo,Lex Visigothorum.docx
fustis,Lex Visigothorum.docx
gaudeo,Lex Visigothorum.docx
gaudium,Lex Visigothorum.docx
gemino,Lex Visigothorum.docx
gener,Lex Visigothorum.docx
generalis,Lex Visigothorum.docx
generaliter,Lex Visigothorum.docx
generatio,Lex Visigothorum.docx
genero,Lex Visigothorum.docx
generosus,Lex Visigothorum.docx
genetrix,Lex Visigothorum.docx
genitrix,Lex Visigothorum.docx
gens,Lex Visigothorum.docx
genu,Lex Visigothorum.docx
gero,Lex Visigothorum.docx
gigno,Lex Visigothorum.docx
gladius,Lex Visigothorum.docx
glandifer,Lex Visigothorum.docx
glans,Lex Visigothorum.docx
gleba,Lex Visigothorum.docx
gloria,Lex Visigothorum.docx
glorifico,Lex Visigothorum.docx
gloriose,Lex Visigothorum.docx
gloriosus,Lex Visigothorum.docx
gradus,Lex Visigothorum.docx
grandis,Lex Visigothorum.docx
gratanter,Lex Visigothorum.docx
grate,Lex Visigothorum.docx
gratiosus,Lex Visigothorum.docx
gratus,Lex Visigothorum.docx
graue,Lex Visigothorum.docx
grauedo,Lex Visigothorum.docx
grauidus,Lex Visigothorum.docx
grauitas,Lex Visigothorum.docx
grauo,Lex Visigothorum.docx
gravis,Lex Visigothorum.docx
grex,Lex Visigothorum.docx
gubernaculum,Lex Visigothorum.docx
guberno,Lex Visigothorum.docx
habeo,Lex Visigothorum.docx
habilis,Lex Visigothorum.docx
habitatio,Lex Visigothorum.docx
habitator,Lex Visigothorum.docx
habitio,Lex Visigothorum.docx
habito,Lex Visigothorum.docx
hactenus,Lex Visigothorum.docx
hera,Lex Visigothorum.docx
hereditarie,Lex Visigothorum.docx
hereditarius,Lex Visigothorum.docx
hereditas,Lex Visigothorum.docx
heredito,Lex Visigothorum.docx
heres,Lex Visigothorum.docx
heresis,Lex Visigothorum.docx
hic,Lex Visigothorum.docx
hinc,Lex Visigothorum.docx
homicida,Lex Visigothorum.docx
homicidium,Lex Visigothorum.docx
homo,Lex Visigothorum.docx
homousios,Lex Visigothorum.docx
honestas,Lex Visigothorum.docx
honeste,Lex Visigothorum.docx
honesto,Lex Visigothorum.docx
honestum,Lex Visigothorum.docx
honestus,Lex Visigothorum.docx
honorabilis,Lex Visigothorum.docx
honoro,Lex Visigothorum.docx
honus,Lex Visigothorum.docx
hora,Lex Visigothorum.docx
hordeaceus,Lex Visigothorum.docx
horreo,Lex Visigothorum.docx
hortatus,Lex Visigothorum.docx
hospes,Lex Visigothorum.docx
hostia,Lex Visigothorum.docx
hostile,Lex Visigothorum.docx
hostilitas,Lex Visigothorum.docx
hostio,Lex Visigothorum.docx
hostis,Lex Visigothorum.docx
huc,Lex Visigothorum.docx
hucusque,Lex Visigothorum.docx
hujuscemodi,Lex Visigothorum.docx
hujusmodi,Lex Visigothorum.docx
humana,Lex Visigothorum.docx
humane,Lex Visigothorum.docx
humani,Lex Visigothorum.docx
humanitas,Lex Visigothorum.docx
humidus,Lex Visigothorum.docx
humilio,Lex Visigothorum.docx
humilis,Lex Visigothorum.docx
humiliter,Lex Visigothorum.docx
iacio,Lex Visigothorum.docx
iaculum,Lex Visigothorum.docx
ianua,Lex Visigothorum.docx
ibi,Lex Visigothorum.docx
icio,Lex Visigothorum.docx
ictus,Lex Visigothorum.docx
idcirco,Lex Visigothorum.docx
idem,Lex Visigothorum.docx
ideo,Lex Visigothorum.docx
idoneus,Lex Visigothorum.docx
igitur,Lex Visigothorum.docx
ignavia,Lex Visigothorum.docx
igneus,Lex Visigothorum.docx
ignis,Lex Visigothorum.docx
ignobilis,Lex Visigothorum.docx
ignominia,Lex Visigothorum.docx
ignominiosus,Lex Visigothorum.docx
ignoranter,Lex Visigothorum.docx
ignorantia,Lex Visigothorum.docx
ignoro,Lex Visigothorum.docx
ignosco,Lex Visigothorum.docx
ilico,Lex Visigothorum.docx
ille,Lex Visigothorum.docx
illecebra,Lex Visigothorum.docx
illectus,Lex Visigothorum.docx
illic,Lex Visigothorum.docx
illico,Lex Visigothorum.docx
illido,Lex Visigothorum.docx
illigatio,Lex Visigothorum.docx
illigo,Lex Visigothorum.docx
illuc,Lex Visigothorum.docx
illudo,Lex Visigothorum.docx
illumino,Lex Visigothorum.docx
illunius,Lex Visigothorum.docx
illusor,Lex Visigothorum.docx
illustris,Lex Visigothorum.docx
imago,Lex Visigothorum.docx
imbuo,Lex Visigothorum.docx
imitatio,Lex Visigothorum.docx
imitor,Lex Visigothorum.docx
immanis,Lex Visigothorum.docx
immemor,Lex Visigothorum.docx
immensus,Lex Visigothorum.docx
immineo,Lex Visigothorum.docx
immissor,Lex Visigothorum.docx
immitto,Lex Visigothorum.docx
immobilis,Lex Visigothorum.docx
immobiliter,Lex Visigothorum.docx
immoderatio,Lex Visigothorum.docx
immoderatus,Lex Visigothorum.docx
immolo,Lex Visigothorum.docx
immoror,Lex Visigothorum.docx
immortalitas,Lex Visigothorum.docx
immunditia,Lex Visigothorum.docx
immundus,Lex Visigothorum.docx
immunio,Lex Visigothorum.docx
immunis,Lex Visigothorum.docx
immutatus,Lex Visigothorum.docx
immuto,Lex Visigothorum.docx
impar,Lex Visigothorum.docx
impastus,Lex Visigothorum.docx
impedimentum,Lex Visigothorum.docx
impedio,Lex Visigothorum.docx
impello,Lex Visigothorum.docx
impendeo,Lex Visigothorum.docx
impendo,Lex Visigothorum.docx
impensio,Lex Visigothorum.docx
imperium,Lex Visigothorum.docx
impero,Lex Visigothorum.docx
impertio,Lex Visigothorum.docx
impeto,Lex Visigothorum.docx
impetro,Lex Visigothorum.docx
impietas,Lex Visigothorum.docx
impingo,Lex Visigothorum.docx
impio,Lex Visigothorum.docx
impius,Lex Visigothorum.docx
impleo,Lex Visigothorum.docx
implicatus,Lex Visigothorum.docx
implico,Lex Visigothorum.docx
imploro,Lex Visigothorum.docx
impono,Lex Visigothorum.docx
importabilis,Lex Visigothorum.docx
impossibilis,Lex Visigothorum.docx
impossibilitas,Lex Visigothorum.docx
impressio,Lex Visigothorum.docx
imprimo,Lex Visigothorum.docx
improbito,Lex Visigothorum.docx
improbus,Lex Visigothorum.docx
improvisum,Lex Visigothorum.docx
improvisus,Lex Visigothorum.docx
impudicus,Lex Visigothorum.docx
impugnatio,Lex Visigothorum.docx
impulsio,Lex Visigothorum.docx
impunitas,Lex Visigothorum.docx
imputo,Lex Visigothorum.docx
inane,Lex Visigothorum.docx
inanis,Lex Visigothorum.docx
inaudio,Lex Visigothorum.docx
incarnatus,Lex Visigothorum.docx
incassus,Lex Visigothorum.docx
incaute,Lex Visigothorum.docx
incautus,Lex Visigothorum.docx
incendium,Lex Visigothorum.docx
incendo,Lex Visigothorum.docx
incensor,Lex Visigothorum.docx
incestum,Lex Visigothorum.docx
incestus,Lex Visigothorum.docx
inchoo,Lex Visigothorum.docx
incido,Lex Visigothorum.docx
incipio,Lex Visigothorum.docx
incisor,Lex Visigothorum.docx
incito,Lex Visigothorum.docx
inclino,Lex Visigothorum.docx
includo,Lex Visigothorum.docx
incognitus,Lex Visigothorum.docx
incola,Lex Visigothorum.docx
inconcessus,Lex Visigothorum.docx
incondite,Lex Visigothorum.docx
incongrue,Lex Visigothorum.docx
incontaminatus,Lex Visigothorum.docx
inconveniens,Lex Visigothorum.docx
inconvulsibilis,Lex Visigothorum.docx
inconvulsus,Lex Visigothorum.docx
incredulitas,Lex Visigothorum.docx
increpatio,Lex Visigothorum.docx
incresco,Lex Visigothorum.docx
incunctanter,Lex Visigothorum.docx
incuria,Lex Visigothorum.docx
incurro,Lex Visigothorum.docx
indagatio,Lex Visigothorum.docx
indago,Lex Visigothorum.docx
indebitus,Lex Visigothorum.docx
indemnis,Lex Visigothorum.docx
indesinens,Lex Visigothorum.docx
index,Lex Visigothorum.docx
indicium,Lex Visigothorum.docx
indico,Lex Visigothorum.docx
indictio,Lex Visigothorum.docx
indiculum,Lex Visigothorum.docx
indigena,Lex Visigothorum.docx
indigeo,Lex Visigothorum.docx
indignatio,Lex Visigothorum.docx
indignor,Lex Visigothorum.docx
indignus,Lex Visigothorum.docx
indiscretus,Lex Visigothorum.docx
indiscussus,Lex Visigothorum.docx
indivisus,Lex Visigothorum.docx
indo,Lex Visigothorum.docx
indoctus,Lex Visigothorum.docx
indubitanter,Lex Visigothorum.docx
indubitatus,Lex Visigothorum.docx
induco,Lex Visigothorum.docx
inductio,Lex Visigothorum.docx
indulgeo,Lex Visigothorum.docx
indumentum,Lex Visigothorum.docx
induo,Lex Visigothorum.docx
inermis,Lex Visigothorum.docx
inevitabilis,Lex Visigothorum.docx
inexcusabiliter,Lex Visigothorum.docx
infamatio,Lex Visigothorum.docx
infamia,Lex Visigothorum.docx
infamis,Lex Visigothorum.docx
infamium,Lex Visigothorum.docx
infamo,Lex Visigothorum.docx
infans,Lex Visigothorum.docx
infantulus,Lex Visigothorum.docx
infelix,Lex Visigothorum.docx
inferior,Lex Visigothorum.docx
infernus,Lex Visigothorum.docx
infero,Lex Visigothorum.docx
infestatio,Lex Visigothorum.docx
infestus,Lex Visigothorum.docx
infidelis,Lex Visigothorum.docx
infidelitas,Lex Visigothorum.docx
infidus,Lex Visigothorum.docx
infigo,Lex Visigothorum.docx
infirmitas,Lex Visigothorum.docx
infirmo,Lex Visigothorum.docx
infirmus,Lex Visigothorum.docx
informatio,Lex Visigothorum.docx
informis,Lex Visigothorum.docx
informo,Lex Visigothorum.docx
infra,Lex Visigothorum.docx
infringo,Lex Visigothorum.docx
infundo,Lex Visigothorum.docx
ingenitus,Lex Visigothorum.docx
ingenium,Lex Visigothorum.docx
ingenue,Lex Visigothorum.docx
ingenuitas,Lex Visigothorum.docx
ingenuus,Lex Visigothorum.docx
ingero,Lex Visigothorum.docx
ingredior,Lex Visigothorum.docx
inhonestus,Lex Visigothorum.docx
inibi,Lex Visigothorum.docx
inicio,Lex Visigothorum.docx
inimico,Lex Visigothorum.docx
inimicus,Lex Visigothorum.docx
inique,Lex Visigothorum.docx
iniquitas,Lex Visigothorum.docx
iniquus,Lex Visigothorum.docx
initio,Lex Visigothorum.docx
initium,Lex Visigothorum.docx
inito,Lex Visigothorum.docx
injungo,Lex Visigothorum.docx
injuria,Lex Visigothorum.docx
injurio,Lex Visigothorum.docx
injuriose,Lex Visigothorum.docx
injuriosus,Lex Visigothorum.docx
injurius,Lex Visigothorum.docx
injuste,Lex Visigothorum.docx
injustitia,Lex Visigothorum.docx
injustum,Lex Visigothorum.docx
injustus,Lex Visigothorum.docx
inlex,Lex Visigothorum.docx
inlicitus,Lex Visigothorum.docx
inmerito,Lex Visigothorum.docx
innecto,Lex Visigothorum.docx
innocens,Lex Visigothorum.docx
innocuus,Lex Visigothorum.docx
innodo,Lex Visigothorum.docx
innotesco,Lex Visigothorum.docx
innoxius,Lex Visigothorum.docx
inobedio,Lex Visigothorum.docx
inoffensus,Lex Visigothorum.docx
inolesco,Lex Visigothorum.docx
inopia,Lex Visigothorum.docx
inordinatim,Lex Visigothorum.docx
inordinatus,Lex Visigothorum.docx
inpeditus,Lex Visigothorum.docx
inpugno,Lex Visigothorum.docx
inpunitus,Lex Visigothorum.docx
inquieto,Lex Visigothorum.docx
inquietudo,Lex Visigothorum.docx
inquinatio,Lex Visigothorum.docx
inquiro,Lex Visigothorum.docx
inquisitio,Lex Visigothorum.docx
inriguus,Lex Visigothorum.docx
insania,Lex Visigothorum.docx
insatiabilis,Lex Visigothorum.docx
inscius,Lex Visigothorum.docx
inscribo,Lex Visigothorum.docx
inscriptio,Lex Visigothorum.docx
insequor,Lex Visigothorum.docx
insero,Lex Visigothorum.docx
insidiae,Lex Visigothorum.docx
insidior,Lex Visigothorum.docx
insigne,Lex Visigothorum.docx
insimulo,Lex Visigothorum.docx
insinuo,Lex Visigothorum.docx
insisto,Lex Visigothorum.docx
insoleo,Lex Visigothorum.docx
insolitus,Lex Visigothorum.docx
insons,Lex Visigothorum.docx
inspectio,Lex Visigothorum.docx
inspector,Lex Visigothorum.docx
inspicio,Lex Visigothorum.docx
inspiro,Lex Visigothorum.docx
instanter,Lex Visigothorum.docx
instantia,Lex Visigothorum.docx
instar,Lex Visigothorum.docx
instituo,Lex Visigothorum.docx
institutio,Lex Visigothorum.docx
insto,Lex Visigothorum.docx
instructio,Lex Visigothorum.docx
instructus,Lex Visigothorum.docx
instrumentum,Lex Visigothorum.docx
instruo,Lex Visigothorum.docx
insultatio,Lex Visigothorum.docx
insulto,Lex Visigothorum.docx
insuo,Lex Visigothorum.docx
insupo,Lex Visigothorum.docx
insurgo,Lex Visigothorum.docx
integer,Lex Visigothorum.docx
integritas,Lex Visigothorum.docx
intellegentia,Lex Visigothorum.docx
intellego,Lex Visigothorum.docx
intemeratus,Lex Visigothorum.docx
intemperans,Lex Visigothorum.docx
intendo,Lex Visigothorum.docx
intentio,Lex Visigothorum.docx
intercedo,Lex Visigothorum.docx
intercludo,Lex Visigothorum.docx
intercurro,Lex Visigothorum.docx
interdico,Lex Visigothorum.docx
interdum,Lex Visigothorum.docx
intereo,Lex Visigothorum.docx
interficio,Lex Visigothorum.docx
interim,Lex Visigothorum.docx
interimo,Lex Visigothorum.docx
internuntius,Lex Visigothorum.docx
internus,Lex Visigothorum.docx
interpello,Lex Visigothorum.docx
interpono,Lex Visigothorum.docx
interpositio,Lex Visigothorum.docx
interrogatio,Lex Visigothorum.docx
interrogo,Lex Visigothorum.docx
interruptio,Lex Visigothorum.docx
intersero,Lex Visigothorum.docx
intersum,Lex Visigothorum.docx
intervenio,Lex Visigothorum.docx
intestatus,Lex Visigothorum.docx
intimatus,Lex Visigothorum.docx
intimo,Lex Visigothorum.docx
intro,Lex Visigothorum.docx
introduco,Lex Visigothorum.docx
introeo,Lex Visigothorum.docx
intromitto,Lex Visigothorum.docx
intueor,Lex Visigothorum.docx
inultus,Lex Visigothorum.docx
inundatio,Lex Visigothorum.docx
inutilis,Lex Visigothorum.docx
inutilitas,Lex Visigothorum.docx
invado,Lex Visigothorum.docx
invalesco,Lex Visigothorum.docx
invalidus,Lex Visigothorum.docx
invasio,Lex Visigothorum.docx
invasor,Lex Visigothorum.docx
invenio,Lex Visigothorum.docx
inventarium,Lex Visigothorum.docx
inventio,Lex Visigothorum.docx
investigatio,Lex Visigothorum.docx
investigo,Lex Visigothorum.docx
invetero,Lex Visigothorum.docx
invicem,Lex Visigothorum.docx
invidia,Lex Visigothorum.docx
invidus,Lex Visigothorum.docx
inviolatus,Lex Visigothorum.docx
invisibilis,Lex Visigothorum.docx
invito,Lex Visigothorum.docx
invitus,Lex Visigothorum.docx
invocatio,Lex Visigothorum.docx
invoco,Lex Visigothorum.docx
involo,Lex Visigothorum.docx
involvo,Lex Visigothorum.docx
ioca,Lex Visigothorum.docx
ioco,Lex Visigothorum.docx
iocus,Lex Visigothorum.docx
ipse,Lex Visigothorum.docx
ipsud,Lex Visigothorum.docx
ira,Lex Visigothorum.docx
iracundia,Lex Visigothorum.docx
irascor,Lex Visigothorum.docx
iris,Lex Visigothorum.docx
irrationabilis,Lex Visigothorum.docx
irremissibilis,Lex Visigothorum.docx
irrevocabilis,Lex Visigothorum.docx
irrevocabiliter,Lex Visigothorum.docx
irrigo,Lex Visigothorum.docx
irrio,Lex Visigothorum.docx
irritatus,Lex Visigothorum.docx
irrito,Lex Visigothorum.docx
irritum,Lex Visigothorum.docx
irrogo,Lex Visigothorum.docx
irrumpo,Lex Visigothorum.docx
irruo,Lex Visigothorum.docx
irruptio,Lex Visigothorum.docx
isox,Lex Visigothorum.docx
iste,Lex Visigothorum.docx
itaque,Lex Visigothorum.docx
iter,Lex Visigothorum.docx
iteratim,Lex Visigothorum.docx
itero,Lex Visigothorum.docx
iterum,Lex Visigothorum.docx
itineror,Lex Visigothorum.docx
itis,Lex Visigothorum.docx
ito,Lex Visigothorum.docx
iubeo,Lex Visigothorum.docx
iudicatum,Lex Visigothorum.docx
iudicialis,Lex Visigothorum.docx
iudicialiter,Lex Visigothorum.docx
iudiciarius,Lex Visigothorum.docx
iudico,Lex Visigothorum.docx
iugis,Lex Visigothorum.docx
iugiter,Lex Visigothorum.docx
iugo,Lex Visigothorum.docx
iugulo,Lex Visigothorum.docx
iuratio,Lex Visigothorum.docx
iuro,Lex Visigothorum.docx
ius,Lex Visigothorum.docx
iuuo,Lex Visigothorum.docx
ixios,Lex Visigothorum.docx
jactatus,Lex Visigothorum.docx
jejunium,Lex Visigothorum.docx
judex,Lex Visigothorum.docx
judicium,Lex Visigothorum.docx
jugalis,Lex Visigothorum.docx
jugum,Lex Visigothorum.docx
jumentum,Lex Visigothorum.docx
jungo,Lex Visigothorum.docx
junior,Lex Visigothorum.docx
juramentum,Lex Visigothorum.docx
jurgium,Lex Visigothorum.docx
jurisjurandi,Lex Visigothorum.docx
jussio,Lex Visigothorum.docx
justa,Lex Visigothorum.docx
juste,Lex Visigothorum.docx
justitia,Lex Visigothorum.docx
justum,Lex Visigothorum.docx
justus,Lex Visigothorum.docx
juventus,Lex Visigothorum.docx
juxta,Lex Visigothorum.docx
labes,Lex Visigothorum.docx
labia,Lex Visigothorum.docx
labor,Lex Visigothorum.docx
laboro,Lex Visigothorum.docx
lacio,Lex Visigothorum.docx
laedo,Lex Visigothorum.docx
laicalis,Lex Visigothorum.docx
laicus,Lex Visigothorum.docx
lamenta,Lex Visigothorum.docx
lamentum,Lex Visigothorum.docx
lancea,Lex Visigothorum.docx
languor,Lex Visigothorum.docx
lanna,Lex Visigothorum.docx
lapideus,Lex Visigothorum.docx
lapido,Lex Visigothorum.docx
lapis,Lex Visigothorum.docx
lapsus,Lex Visigothorum.docx
laqueus,Lex Visigothorum.docx
largior,Lex Visigothorum.docx
largitas,Lex Visigothorum.docx
latebra,Lex Visigothorum.docx
latebrosus,Lex Visigothorum.docx
lateo,Lex Visigothorum.docx
latibulum,Lex Visigothorum.docx
latito,Lex Visigothorum.docx
lator,Lex Visigothorum.docx
latro,Lex Visigothorum.docx
lauo,Lex Visigothorum.docx
laurus,Lex Visigothorum.docx
lavacrum,Lex Visigothorum.docx
laxo,Lex Visigothorum.docx
lectio,Lex Visigothorum.docx
lectus,Lex Visigothorum.docx
legalis,Lex Visigothorum.docx
legaliter,Lex Visigothorum.docx
legislator,Lex Visigothorum.docx
legitime,Lex Visigothorum.docx
legitimus,Lex Visigothorum.docx
lego,Lex Visigothorum.docx
lenio,Lex Visigothorum.docx
leto,Lex Visigothorum.docx
leuis,Lex Visigothorum.docx
leuo,Lex Visigothorum.docx
lex,Lex Visigothorum.docx
libellum,Lex Visigothorum.docx
libenter,Lex Visigothorum.docx
libeo,Lex Visigothorum.docx
liber,Lex Visigothorum.docx
liberatio,Lex Visigothorum.docx
libero,Lex Visigothorum.docx
liberta,Lex Visigothorum.docx
libertus,Lex Visigothorum.docx
libidinose,Lex Visigothorum.docx
libido,Lex Visigothorum.docx
libo,Lex Visigothorum.docx
libra,Lex Visigothorum.docx
licens,Lex Visigothorum.docx
licenter,Lex Visigothorum.docx
licentia,Lex Visigothorum.docx
liceo,Lex Visigothorum.docx
liceor,Lex Visigothorum.docx
ligamen,Lex Visigothorum.docx
ligamentum,Lex Visigothorum.docx
lignum,Lex Visigothorum.docx
ligo,Lex Visigothorum.docx
limes,Lex Visigothorum.docx
linea,Lex Visigothorum.docx
lingua,Lex Visigothorum.docx
lino,Lex Visigothorum.docx
liquidum,Lex Visigothorum.docx
lis,Lex Visigothorum.docx
litigator,Lex Visigothorum.docx
litigiosus,Lex Visigothorum.docx
litigo,Lex Visigothorum.docx
littera,Lex Visigothorum.docx
loco,Lex Visigothorum.docx
locum,Lex Visigothorum.docx
locus,Lex Visigothorum.docx
locutio,Lex Visigothorum.docx
logos,Lex Visigothorum.docx
longe,Lex Visigothorum.docx
longinquitas,Lex Visigothorum.docx
longinquus,Lex Visigothorum.docx
longitudo,Lex Visigothorum.docx
longus,Lex Visigothorum.docx
loquor,Lex Visigothorum.docx
lorica,Lex Visigothorum.docx
luceo,Lex Visigothorum.docx
lucide,Lex Visigothorum.docx
lucidus,Lex Visigothorum.docx
lucro,Lex Visigothorum.docx
lucror,Lex Visigothorum.docx
lucrum,Lex Visigothorum.docx
luctor,Lex Visigothorum.docx
luctuosus,Lex Visigothorum.docx
luctus,Lex Visigothorum.docx
ludibrium,Lex Visigothorum.docx
ludo,Lex Visigothorum.docx
lugeo,Lex Visigothorum.docx
luitio,Lex Visigothorum.docx
lumen,Lex Visigothorum.docx
luminar,Lex Visigothorum.docx
luo,Lex Visigothorum.docx
luteus,Lex Visigothorum.docx
luto,Lex Visigothorum.docx
lux,Lex Visigothorum.docx
luxuries,Lex Visigothorum.docx
macula,Lex Visigothorum.docx
maculo,Lex Visigothorum.docx
maga,Lex Visigothorum.docx
magister,Lex Visigothorum.docx
magistra,Lex Visigothorum.docx
magnitudo,Lex Visigothorum.docx
magnus,Lex Visigothorum.docx
majestas,Lex Visigothorum.docx
mala,Lex Visigothorum.docx
male,Lex Visigothorum.docx
maledico,Lex Visigothorum.docx
maledictio,Lex Visigothorum.docx
maleficium,Lex Visigothorum.docx
maleficum,Lex Visigothorum.docx
maligne,Lex Visigothorum.docx
malignus,Lex Visigothorum.docx
malitia,Lex Visigothorum.docx
malities,Lex Visigothorum.docx
malitiose,Lex Visigothorum.docx
maliuolus,Lex Visigothorum.docx
malo,Lex Visigothorum.docx
